"","id","name","alt","abbr"
"724","2862","Tohoku University, Japan","character(0)","Tohok"
"725","2865","Tokyo Institute of Technology, Japan","character(0)","Tokyo"
"726","2866","Tongji University School of Medicine, Shanghai, China","character(0)","Tongj"
"727","2868","Toronto Hospital for Sick Children","character(0)","Toron"
"728","2874","Trinity College Dublin, Ireland","character(0)","Trini"
"729","2878","Tulane University","character(0)","Tulan"
"730","2882","Ubiquity Press","character(0)","Ubiqu"
"731","2895","UK Data Archive","character(0)","UKDat"
"732","2901","UKOLN, University of Bath, UK","character(0)","UKOLN"
"733","2902","UK Research and Innovation","character(0)","UKRes"
"734","2904","Umea Plant Science Centre","character(0)","UmeaP"
"735","2910","UNAVCO","character(0)","UNAVC"
"736","2913","Uniformed Services University of Health Science","character(0)","Unifo"
"737","2918","United Arab Emirates University","character(0)","Unite"
"738","2922","United Mitochondrial Disease Foundation","character(0)","Unite"
"739","2924","United Nations Economic Commissions Europe","character(0)","Unite"
"740","2928","United States Agency for International Development","character(0)","Unite"
"741","292","Bogazici University, Istanbul, Turkey","character(0)","Bogaz"
"742","2930","United States Defence Threat Reduction Agency","character(0)","Unite"
"743","2948","United States Department of Veterans Affairs","character(0)","Unite"
"744","2964","Universidad de Alcala, Madrid, Spain","character(0)","Unive"
"745","2970","Universitas Medan Area, Medan, Indonesia","character(0)","Unive"
"746","2972","Universitat de Lleida","character(0)","Unive"
"747","2977","Universitat Politècnica de Catalunya","character(0)","Unive"
"748","2980","Universit d'Aix-Marseille, Marseille, France","character(0)","Unive"
"749","2981","Universit de Lorraine, Nancy, France","character(0)","Unive"
"750","2984","Universite de Geneve, Geneva, Switzerland","character(0)","Unive"
"751","2986","Université de Nantes, CNRS, INSERM, l’institut du thorax, Nantes, France","character(0)","Unive"
"752","2987","Université de Sherbrooke, Canada","character(0)","Unive"
"753","2993","Universite Libre de Bruxelles","character(0)","Unive"
"754","3004","University of Aberdeen, UK","character(0)","Unive"
"755","3006","University of Adelaide, Australia","character(0)","Unive"
"756","3007","University of Agder","character(0)","Unive"
"757","300","Boston Children's Hospital, MA, USA","character(0)","Bosto"
"758","3010","University of Alabama, USA","character(0)","Unive"
"759","3011","University of Alberta, Canada","character(0)","Unive"
"760","3012","University of Amsterdam, Netherlands","character(0)","Unive"
"761","3013","University of Arizona, United States","character(0)","Unive"
"762","3014","University of Arkansas for Medical Sciences","character(0)","Unive"
"763","3016","University of Auckland, New Zealand","character(0)","Unive"
"764","3018","University of Bari, Bari, Italy","character(0)","Unive"
"765","301","Boston University, MA, USA","character(0)","Bosto"
"766","3023","University of Bristol, UK","character(0)","Unive"
"767","3024","University of British Columbia, Vancouver, Canada","character(0)","Unive"
"768","3025","University of Buffalo, NY, USA","character(0)","Unive"
"769","3027","University of Calgary, Canada","character(0)","Unive"
"770","3028","University of California Berkeley, Berkeley, California, USA","character(0)","Unive"
"771","3032","University of California Riverside, United States","character(0)","Unive"
"772","3033","University of California San Diego","character(0)","Unive"
"773","3039","University of Cape Town, Rondebosch, South Africa","character(0)","Unive"
"774","3041","University of Chicago, Chicago, Illinois, USA","character(0)","Unive"
"775","3042","University of Coimbra, Portugal","character(0)","Unive"
"776","3046","University of Connecticut Health Center, Farmington, Connecticut, USA","character(0)","Unive"
"777","3047","University of Delaware, USA","character(0)","Unive"
"778","3049","University of Dundee, Scotland, UK","character(0)","Unive"
"779","304","Brain Canada Foundation","character(0)","Brain"
"780","3053","University of Essex, UK","character(0)","Unive"
"781","3056","University of Freiburg","character(0)","Unive"
"782","3060","University of Guelph","character(0)","Unive"
"783","3061","University of Haifa","character(0)","Unive"
"784","3065","University of Hong Kong","character(0)","Unive"
"785","3068","University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois, USA","character(0)","Unive"
"786","3071","University of Iowa","character(0)","Unive"
"787","3073","University of Kentucky","character(0)","Unive"
"788","3076","University of Leeds","character(0)","Unive"
"789","3077","University of Leicester, UK","character(0)","Unive"
"790","307","Breast Cancer Now","character(0)","Breas"
"791","3080","University of Leuven (KU Leuven), Leuven, Belgium","character(0)","KU Leuven"
"792","3083","University of London","character(0)","Unive"
"793","3084","University Of London, UK","character(0)","Unive"
"794","3085","University of Luxembourg","character(0)","Unive"
"795","3088","University of Maryland","character(0)","Unive"
"796","3089","University of Massachusetts Medical School, USA","character(0)","Unive"
"797","308","Breast Cancer Research Foundation","character(0)","Breas"
"798","3091","University of Memphis","character(0)","Unive"
"799","3095","University of Michigan, USA","character(0)","Unive"
"800","3098","University of Missouri, USA","character(0)","Unive"
"801","3099","University of Modena and Emilia-romagna","character(0)","Unive"
"802","3102","University of Montreal, Canada","character(0)","Unive"
"803","3105","University of New Brunswick, Canada","character(0)","Unive"
"804","3106","University of New Mexico","character(0)","Unive"
"805","3108","University of Oklahoma, USA","character(0)","Unive"
"806","3110","University of Oregon, USA","character(0)","Unive"
"807","3111","University of Orleans","character(0)","Unive"
"808","3112","University of Oxford","character(0)","Unive"
"809","3113","University of Pennsylvania, United States","character(0)","Unive"
"810","3117","University of Queensland, Australia","character(0)","Unive"
"811","3118","University of Reading, UK","character(0)","Unive"
"812","3120","University of Science and Technology Liaoning","character(0)","Unive"
"813","3125","University of Southern California","character(0)","Unive"
"814","3126","University of Southern Denmark, Denmark","character(0)","Unive"
"815","312","British Antarctic Survey, National Environmental Research Council (NERC), Cambridge, UK","character(0)","NERC"
"816","3130","University of Sydney, Australia","character(0)","Unive"
"817","3133","University of Tasmania, Australia","character(0)","Unive"
"818","3135","University of Technology Sydney","character(0)","Unive"
"819","3137","University of Tennessee","character(0)","Unive"
"820","3138","University of Texas at Austin, Austin, TX, USA","character(0)","Unive"
"821","3143","University of Twente","character(0)","Unive"
"822","3144","University of Utah, USA","character(0)","Unive"
"823","3145","University of Victoria","character(0)","Unive"
"824","3148","University of Warsaw, Poland","character(0)","Unive"
"825","3150","University of Washington, USA","character(0)","Unive"
"826","3151","University of Western Australia, Perth, Australia","character(0)","Unive"
"827","3152","University of Wisconsin-Madison","character(0)","Unive"
"828","3153","University of Wyoming, USA","character(0)","Unive"
"829","3154","University of York, UK","character(0)","Unive"
"830","3156","University Rey Juan Carlos","character(0)","Unive"
"831","3158","Uppsala Monitoring Centre, Uppsala, Sweden","character(0)","Uppsa"
"832","315","British Geological Survey","character(0)","Briti"
"833","3160","USA.gov","character(0)","USAgo"
"834","3164","US Department of Commerce","character(0)","USDep"
"835","3165","U.S. Department of Commerce, U.S. Census Bureau","character(0)","USDep"
"836","3166","U.S. Department of Defense","character(0)","USDep"
"837","3169","U.S. Department of the Interior, Washington, DC, USA","character(0)","USDep"
"838","3173","U.S.-Israel Binational Science Foundation (BSF)","character(0)","BSF"
"839","3174","United States Public Health Service","character(0)","Unite"
"840","3175","Utah State University","character(0)","UtahS"
"841","3178","Vavilov Institute of General Genetics, Russian Academy of Sciences, Russia","character(0)","Vavil"
"842","3179","Vecna Technologies","character(0)","Vecna"
"843","317","British HIV Association","character(0)","Briti"
"844","3195","Vizzuality","character(0)","Vizzu"
"845","319","British Oceanographic Data Centre (BODC), Liverpool, UK","character(0)","BODC"
"846","3215","Wageningen University and Research","character(0)","Wagen"
"847","3218","Wallace H Coulter Foundation","character(0)","Walla"
"848","3219","Washington State University, USA","character(0)","Washi"
"849","3221","Washington University in St Louis, USA","character(0)","Washi"
"850","3222","Waters Corporation","character(0)","Water"
"851","3224","Weizmann Institute of Science, Rehovot, Israel","character(0)","Weizm"
"852","3226","Wenzhou Medical University","character(0)","Wenzh"
"853","3228","Western Grains Research Foundation","character(0)","Weste"
"854","3230","Western University Canada","character(0)","Weste"
"855","3233","Wikimedia Foundation","character(0)","Wikim"
"856","3234","Wilburforce Foundation, Seattle, WA, USA","character(0)","Wilbu"
"857","3236","Wings for Life","character(0)","Wings"
"858","3241","Wolfson Foundation","character(0)","Wolfs"
"859","3259","Worldwide Cancer Research","character(0)","World"
"860","325","Brock University","character(0)","Brock"
"861","326","Brookhaven National Laboratory","character(0)","Brook"
"862","334","Bureau of International Cooperation of the Chinese Academy of Sciences","character(0)","Burea"
"863","335","Burroughs Wellcome Fund","character(0)","Burro"
"864","336","CABI","character(0)","CABI"
"865","340","California Digital Library (CDL), University of California, Oakland, CA, USA","character(0)","CDL"
"866","343","California Institute for Regenerative Medicine","character(0)","Calif"
"867","344","California Institute of Technology","character(0)","Calif"
"868","348","Cambridge Crystallographic Data Centre (CCDC), Cambridge, UK","character(0)","CCDC"
"869","352","University of Cambridge","character(0)","Unive"
"870","354","Canada Foundation for Innovation","character(0)","Canad"
"871","355","Canada's Michael Smith Genome Sciences Centre, Vancouver, Canada","character(0)","Canad"
"872","359","Canadian Institutes of Health Research","character(0)","Canad"
"873","364","CANARIE Network Enabled Platforms Program","character(0)","CANAR"
"874","365","Cancer Council New South Wales, Sydney, Australia","character(0)","Cance"
"875","367","Canceropole Ile-De-France, Paris, France","character(0)","Cance"
"876","379","Case Western Reserve University, USA","character(0)","CaseW"
"877","383","Cataland Institution for Research and Advanced Studies (ICREA), Catalunya, Spain","character(0)","ICREA"
"878","388","CDC Foundation, Atlanta, GA, USA","character(0)","CDCFo"
"879","402","Cell Signaling Technology (CST), Danvers, MA, USA","character(0)","CST"
"880","441","Center of Excellence for Integrated Approaches in Chemistry and Biology of Proteins","character(0)","Cente"
"881","442","Centers for Disease Control and Prevention, USA","character(0)","Cente"
"882","443","Centers for Medicare & Medicaid Services (CMS), Department of Health and Human Services (HHS), Baltimore, MD, USA","character(0)","HHS"
"883","445","Central European Institute of Technology","character(0)","Centr"
"884","447","Central University of Punjab, India","character(0)","Centr"
"885","451","Centre de Recerca en Agrigenòmica","character(0)","Centr"
"886","456","Centre for Arab Genomic Studies, Dubai, United Arab Emirates","character(0)","Centr"
"887","457","Centre for Biosystems Genomics","character(0)","Centr"
"888","460","Centre for DNA Fingerprinting and Diagnostics, Hyderabad, Telangana, India","character(0)","Centr"
"889","461","Centre for Ecology and Hydrology (CEH), Swindon, UK","character(0)","CEH"
"890","485","CGIAR, Montpellier, France","character(0)","CGIAR"
"891","491","Chalmers University of Technology, Gothenburg, Sweden","character(0)","Chalm"
"892","492","Chan Zuckerberg Initiative, Redwood City, CA, USA","character(0)","ChanZ"
"893","494","Charite - University Medicine Berlin","character(0)","Chari"
"894","49","Air Force Research Laboratory, USA","character(0)","AirFo"
"895","503","Chief Scientist Office","character(0)","Chief"
"896","504","Child Mind Institute, New York, NY, USA","character(0)","Child"
"897","505","Children's Hospital Los Angeles, United States","character(0)","Child"
"898","506","Children's Hospital of Philadelphia","character(0)","Child"
"899","508","China Medical Board","character(0)","China"
"900","509","China National GeneBank, Shenzhen, China","character(0)","China"
"901","518","CIC bioGUNE, Derio, Spain.","character(0)","CICbi"
"902","526","Citrine Informatics, Redwood City, CA, USA","character(0)","Citri"
"903","529","City, University of London","character(0)","CityU"
"904","531","Clarivate Analytics, US","character(0)","Clari"
"905","542","Coalition for Networked Information","character(0)","Coali"
"906","548","Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, USA","character(0)","ColdS"
"907","54","Alfred P. Sloan Foundation","character(0)","Alfre"
"908","552","Collaborative Drug Discovery","character(0)","Colla"
"909","562","Columbia University, USA","character(0)","Colum"
"910","586","Compute Canada","character(0)","Compu"
"911","588","Computer Network Information Center, Chinese Academy of Sciences","character(0)","Compu"
"912","598","Concordia University","character(0)","Conco"
"913","604","Consortium of Universities for the Advancement of Hydrologic Science, Inc. (CUAHSI)","character(0)","CUAHSI"
"914","605","Consultative Group on International Agricultural Research, Research Program on Climate Change, Agriculture and Food Security, Wageningen, Netherlands","character(0)","Consu"
"915","609","Cooperative Institute for Research in Environmental Science, University of Colorado Boulder, Boulder, CO, USA","character(0)","Coope"
"916","614","Cornell University, NY, USA","character(0)","Corne"
"917","617","Cotton Incorporated","character(0)","Cotto"
"918","619","Craig H. Neilson Foundation","character(0)","Craig"
"919","620","CrossRef, Lynnfield, MA, USA","character(0)","Cross"
"920","624","CSIRO Land and Water, Highett, Australia","character(0)","CSIRO"
"921","62","AllerGen NCE, Hamilton, ON, Canada","character(0)","Aller"
"922","633","Czech Science Foundation (GACR), Czech Republic","character(0)","GACR"
"923","635","Dalhousie University","character(0)","Dalho"
"924","636","Dana-Farber Cancer Institute, USA","character(0)","DanaF"
"925","640","Danish State Hospital, Copenhagen, Denmark","character(0)","Danis"
"926","647","DataCite","character(0)","DataC"
"927","661","Delft University of Technology","character(0)","Delft"
"928","67","Alzheimers Society","character(0)","Alzhe"
"929","686","Department of Biotechnology, Ministry of Science and Technology, India","character(0)","Depar"
"930","68","American Academy of Dermatology, Rosemont, IL, United States","character(0)","Ameri"
"931","72","American Cancer Society, USA","character(0)","Ameri"
"932","744","Department of the Environment and Energy, Australian Government","character(0)","Depar"
"933","749","Deutsche Forschungsgemeinschaft","character(0)","Deuts"
"934","74","American College of Physicians, USA","character(0)","Ameri"
"935","756","Deutsches Krebsforschungszentrum","character(0)","Deuts"
"936","757","Diabetes UK","character(0)","Diabe"
"937","765","Direct Relief, Santa Barbara, CA, United States","character(0)","Direc"
"938","780","Doris Duke Charitable Foundation, United States","character(0)","Doris"
"939","793","Dutch government","character(0)","Dutch"
"940","799","Dutch Techcentre for Life Sciences, Utrecht, the Netherlands","character(0)","Dutch"
"941","79","American Museum of Natural History, USA","character(0)","Ameri"
"942","801","Earlham Institute, Norwich, UK","character(0)","Earlh"
"943","804","Earth Observatory of Singapore","character(0)","Earth"
"944","80","American Occupational Therapy Association, USA","character(0)","Ameri"
"945","813","East China Normal University","character(0)","EastC"
"946","822","Economic and Social Research Council, UK","character(0)","Econo"
"947","827","Eduserv Foundation, UK","character(0)","Eduse"
"948","82","American Physiological Society, USA","character(0)","Ameri"
"949","831","Ehime University, Ehime, Japan","character(0)","Ehime"
"950","83","American Society for Biochemistry and Molecular Biology, USA","character(0)","Ameri"
"951","847","Ellison Medical Foundation","character(0)","Ellis"
"952","84","American Society for Cell Biology (ASCB), USA","character(0)","ASCB"
"953","854","EMERALD Publishing Limited, Bingley, UK","character(0)","EMERA"
"954","85","American Society for Clinical Investigation, USA","character(0)","Ameri"
"955","862","Engineering and Physical Sciences Research Council (EPSRC), UK","character(0)","EPSRC"
"956","863","Enveda Therapeutics","character(0)","Enved"
"957","865","Environment agency, London, UK","character(0)","Envir"
"958","869","Environment and Climate Change Canada","character(0)","Envir"
"959","86","American Society of Clinical Oncology, USA","character(0)","Ameri"
"960","874","EPPO Secretariat","character(0)","EPPOS"
"961","87","American Society of Hematology, USA","character(0)","Ameri"
"962","88","American Society of Plant Biologists, USA","character(0)","Ameri"
"963","895","EUMETSAT, Darmstadt, Germany","character(0)","EUMET"
"964","902","EuroCRIS, Den Haag, the Netherlands","character(0)","EuroC"
"965","908","European Bioinformatics Institute, Wellcome Genome Campus","character(0)","EMBL-EBI"
"966","909","European Central Bank","character(0)","Europ"
"967","911","European Clinical Research Infrastructure Network","character(0)","Europ"
"968","926","European Cooperation in Science and Technology","character(0)","Europ"
"969","939","European Medicines Agency, London, UK","character(0)","Europ"
"970","940","European Molecular Biology Laboratory, Australia","character(0)","Europ"
"971","941","European Molecular Biology Laboratory","character(0)","Europ"
"972","943","European Molecular Biology Organization","character(0)","Europ"
"973","949","European Patent Office","character(0)","Europ"
"974","952","European Research Consortium for Informatics and Mathematics","character(0)","Europ"
"975","957","European Space Agency","character(0)","Europ"
"976","95","Andrew W. Mellon Foundation, New York, USA","character(0)","Andre"
"977","960","European Union (EU)","character(0)","EU"
"978","1155","Gilead","character(0)","Gilea"
"979","127","AstraZeneca","character(0)","Astra"
"980","14","Abbvie","character(0)","Abbvi"
"981","1604","Johnson & Johnson, USA","character(0)","Johns"
"982","175","Baxter","character(0)","Baxte"
"983","2183","Northrop Grumman Health IT","character(0)","North"
"984","2194","Novartis","character(0)","Novar"
"985","2312","Pfizer, USA","character(0)","Pfize"
"986","2319","Philip morris international inc","character(0)","Phili"
"987","2384","Public Library Of Science","character(0)","Publi"
"988","2441","Ricardo Energy & Environment","character(0)","Ricar"
"989","2616","Springer Nature","character(0)","Sprin"
"990","2825","Thermo Fisher Scientific, Waltham, Massachusetts, United States","character(0)","Therm"
"991","282","Bioversity International, Rome, Italy","character(0)","Biove"
"992","2884","UCB Pharma","character(0)","UCBPh"
"993","3097","University of Minnesota, Minneapolis, MN 55455, USA","character(0)","Unive"
"994","311","Bristol Myers Squibb, New York, NY, USA","character(0)","Brist"
"995","3123","University of South Carolina, USA","character(0)","Unive"
"996","3245","World Bank","character(0)","World"
"997","37","Agency for Science Technology and Research","character(0)","Agenc"
"998","38","Agilent Technologies","character(0)","Agile"
"999","5","3DS Dassault Systemes","character(0)","3DSDa"
"1000","60","Allen Institute for Brain Science,  Seattle, WA, USA","character(0)","Allen"
"1001","61","Allergan","character(0)","Aller"
"1002","6","3D Systems, USA","character(0)","3DSys"
"1003","741","Department of Science and Technology, Government of India","character(0)","Depar"
"1004","762","Digital Science, London, UK","character(0)","Digit"
"1005","91","AMGEN, USA","character(0)","AMGEN"
"1006","948","European Organisation for Research and Treatment of Cancer","character(0)","Europ"
"1007","980","Facebook, Menlo Park, California, United State","character(0)","Faceb"
"1008","1152","Ghent University","character(0)","Ghent"
"1009","2120","Nestle, Vevey, Switzerland","character(0)","Nestl"
"1010","2584","SOCIB Coastal Ocean Observing and Forecast System Balearic Islands ICTS, Palma de Mallorca, Spain","character(0)","SOCIB"
"1011","2595","Sorbonne University, Paris, France","character(0)","Sorbo"
"1012","3132","University of Tartu, Estonia","character(0)","TU"
"1013","43","Agriculture and Agri-Food Canada, Canada","character(0)","Agric"
"1014","495","Charles University, Prague, Czech Republic","character(0)","Charl"
"1015","704","Department of Electronics and Information Technology, Government of India","character(0)","Depar"
"1016","1028","Fondazione Cariplo","character(0)","Fonda"
"1017","1366","Institut de Biologie Integrative, Universite Paris-saclay, Paris, France","character(0)","Insti"
"1018","1620","Kanazawa University, Kanazawa, Japan","character(0)","Kanaz"
"1019","2983","Universite de bordeaux, Bordeaux, France","character(0)","Unive"
"1020","299","Bordeaux Montaigne University, France","character(0)","Borde"
"1021","390","CEFE, Montpellier, France","character(0)","CEFEM"
"1022","448","Centre de Biochimie Structurale (CBS), Montpellier, France","character(0)","CBS"
"1023","1032","Fonds de recherche Santé du Québec","character(0)","Fonds"
"1024","1198","Grand-Est - Colmar Research Centre, INRAE, France","character(0)","Grand"
"1025","1365","Institut de Biologie et Chimie des Proteines (IBCP), Centre National de la Recherche Scientifique, Lyon, France","character(0)","IBCP"
"1026","1392","Institute for Research in Biomedicine","character(0)","Insti"
"1027","1549","IRCCS Casa Sollievo della Sofferenza","character(0)","IRCCS"
"1028","1664","Laboratoire de Microbiologie et Genetique Moleculaires","character(0)","Labor"
"1029","1698","Leibniz Institute for Plasma Science and Technology","character(0)","Leibn"
"1030","1778","Max Delbrueck Center for Molecular Medicine (MDC), Berlin, Germany","character(0)","MDC"
"1031","1853","Ministerio de Educacion, Cultura y Deporte, Madrid, Spain","character(0)","Minis"
"1032","189","Beijing Genomics Institute (BGI), China","character(0)","BGI"
"1033","2166","Niigata University, Japan","character(0)","Niiga"
"1034","2721","Technion - Israel Institute of Technology","character(0)","Techn"
"1035","2909","Umweltbundesamt GmbH (Environment Agency Austria), Austria","character(0)","Environment Agency Austria"
"1036","3242","Wolters Kluwer","character(0)","Wolte"
"1037","1000","Federal Agency for Cartography and Geodesy","character(0)","Feder"
"1038","1041","Foundation for Biomedical Research, Washington, USA","character(0)","Found"
"1039","1056","Freie Universität Berlin, Berlin, Germany","character(0)","Freie"
"1040","1064","Friedrich Schiller University Jena","character(0)","Fried"
"1041","1103","Genetica DNA Laboratories, Burglington, NC, USA","character(0)","Genet"
"1042","1117","Genomics Institute of the Novartis Research Foundation","character(0)","Genom"
"1043","1122","Geological Survey of Finland","character(0)","Geolo"
"1044","1191","Government of Canada","character(0)","Gover"
"1045","1193","Government of Catalonia, Spain","character(0)","Gover"
"1046","1206","Guys and St Thomas NHS Foundation Trust, London, UK","character(0)","Guysa"
"1047","1221","Health Canada","character(0)","Healt"
"1048","1227","Hebei Medical University, Shijiazhuang, Hebei Province, China","character(0)","Hebei"
"1049","1229","HEC Paris","character(0)","HECPa"
"1050","1245","Higher Education Commission, Pakistan","character(0)","Highe"
"1051","1256","Hokkaido University, Japan","character(0)","Hokka"
"1052","1258","Hope College, Holland, MI","character(0)","HopeC"
"1053","1271","Huazhong Agricultural University, China","character(0)","Huazh"
"1054","1284","Humboldt-Universität zu Berlin, Berlin, Germany","character(0)","Humbo"
"1055","1287","Hungarian Scientific Research Fund, Hungary","character(0)","Hunga"
"1056","1350","Inha University, Nam-gu, Incheon, South Korea","character(0)","InhaU"
"1057","1352","Inland Norway University of Applied Sciences","character(0)","Inlan"
"1058","1374","Institut des Sciences de la Terre, Grenoble, France","character(0)","Insti"
"1059","1408","Institute of Bioorganic Chemistry, Polish Academy of Sciences","character(0)","Insti"
"1060","1416","Institute of Geographic Sciences and Natural Resources Research, CAS","character(0)","Insti"
"1061","144","Australian National Herbarium","character(0)","Austr"
"1062","152","Austrian Academy of Sciences","character(0)","Austr"
"1063","1561","Israel Science Foundation, Israel","character(0)","Israe"
"1064","1581","Jagiellonian University, Krakw, Poland","character(0)","Jagie"
"1065","1603","John Hopkins University","character(0)","JohnH"
"1066","1608","Joint Nature Conservation Committee","character(0)","Joint"
"1067","1628","Kazusa DNA Research Institute, Chiba, Japan","character(0)","Kazus"
"1068","1629","Kean University, Union, NJ, USA","character(0)","KeanU"
"1069","1631","Keio University, Tokyo, Japan","character(0)","KeioU"
"1070","1638","King's College London, London, United Kingdom","character(0)","Kings"
"1071","1655","Kyushu University, Fukuoka, Japan","character(0)","Kyush"
"1072","1686","Landcare Research, Lincoln, New Zealand","character(0)","Landc"
"1073","169","Bar-Ilan University, Ramat Gan, Isreal","character(0)","BarIl"
"1074","16","Academia Sinica, China","character(0)","Acade"
"1075","1732","Lundbeck Foundation, Copenhagen, Denmark","character(0)","Lundb"
"1076","1738","Lyrasis, Atlanta, GA, USA","character(0)","Lyras"
"1077","1740","MAASTRO Clinic, Maastricht, The Netherlands","character(0)","MAAST"
"1078","1744","Mae Fah Luang University, Chiang Rai, Thailand","character(0)","MaeFa"
"1079","174","Bavarian Natural History Collections, SNSB IT Center, Germany","character(0)","Bavar"
"1080","1782","Max Planck Institute for Biogeochemistry","character(0)","MaxPl"
"1081","1785","Max Planck Institute for Human Cognitive and Brain Sciences, Leipzig, Germany","character(0)","MaxPl"
"1082","1799","Mayo Clinic, Scottsdale, AZ, USA","character(0)","MayoC"
"1083","1826","Micalis Institute","character(0)","Mical"
"1084","1860","Ministry of Education and Culture, Finland","character(0)","Minis"
"1085","1867","Ministry of Food and Drug Safety, South Korea","character(0)","Minis"
"1086","1923","Myongji University, Seoul, South Korea","character(0)","Myong"
"1087","194","Beijing University of Chinese Medicine, China","character(0)","Beiji"
"1088","1978","National Chiao Tung University, Hsinchu City, Taiwan","character(0)","Natio"
"1089","1992","National Geographic Society, Washington DC, USA","character(0)","Natio"
"1090","200","Ben-Gurion University of the Negev, Israel","character(0)","BenGu"
"1091","2083","Coalition for National Trauma Research","character(0)","Coali"
"1092","212","Bibliotheca Alexandrina","character(0)","Bibli"
"1093","213","Bielefeld University, Bielefeld, Germany","character(0)","Biele"
"1094","2177","Nord University","character(0)","NordU"
"1095","2185","Norwegian Cancer Society","character(0)","Norwe"
"1096","2198","Novosibirsk State University, Russia","character(0)","Novos"
"1097","21","Action on Hearing Loss","character(0)","Actio"
"1098","2214","Observatoire Aquitain des Sciences de l'Univers, Pessac, France","character(0)","Obser"
"1099","2243","Ontario Brain Institute","character(0)","Ontar"
"1100","2279","Østfold University College","character(0)","Østfo"
"1101","2291","Parks Canada, Gatineau, Quebec Canada","character(0)","Parks"
"1102","2310","Pew Charitable Trusts","character(0)","PewCh"
"1103","2342","Politecnico di Milano","character(0)","Polit"
"1104","2344","Polytechnique Montréal","character(0)","Polyt"
"1105","2351","Poznan Supercomputing and Networking Center, Poznan, Poland","character(0)","Pozna"
"1106","2356","Princess Margaret Cancer Centre, Toronto, Canada","character(0)","Princ"
"1107","2381","Publications Office of the European Union","character(0)","Publi"
"1108","2446","RIKEN Center for Sustainable Resource Science, Yokohama, Japan","character(0)","RIKEN"
"1109","2464","Royal Netherlands Academy of Arts and Sciences","character(0)","Royal"
"1110","2478","Ryerson University","character(0)","Ryers"
"1111","2480","Sage Bionetworks","character(0)","SageB"
"1112","2521","Sciences Po, Paris, France","character(0)","Scien"
"1113","2529","Scottish Government","character(0)","Scott"
"1114","2545","Semmelweis University, Hungary","character(0)","Semme"
"1115","2547","Seoul National University, South Korea","character(0)","Seoul"
"1116","2555","Shanghai Institutes for Biological Sciences, Shanghai, China","character(0)","Shang"
"1117","2557","Shanghai Library, Shanghai, China","character(0)","Shang"
"1118","2576","Skolkovo Foundation, Moscow, Russia","character(0)","Skolk"
"1119","2581","SNPedia","character(0)","SNPed"
"1120","261","Biologie Intégrative des Organismes Marins, Observatoire Océanologique, CNRS, Banyuls-sur-Mer, France","character(0)","Biolo"
"1121","2645","Stockholm University, Sweden","character(0)","Stock"
"1122","2666","Sun Yat-sen Memorial Hospital, Sun Yat-sen University, China","character(0)","SunYa"
"1123","2672","Swedish Foundation for Strategic Research, Stockholm, Sweden","character(0)","Swedi"
"1124","2675","Swedish Research Council, Sweden","character(0)","Swedi"
"1125","2701","Taiwan Forestry Research Institute, Taipei City, Taiwan","character(0)","Taiwa"
"1126","2719","Technical University of Denmark, Denmark","character(0)","Techn"
"1127","2720","Technical University of Munich","character(0)","Techn"
"1128","2877","Tsinghua University","character(0)","Tsing"
"1129","2905","Umeå University, Umeå, Sweden","character(0)","UmeåU"
"1130","2926","United Nations Environment Programme","character(0)","Unite"
"1131","293","Bolin Centre for Climate Research, Stockholm University, Stockholm, Sweden","character(0)","Bolin"
"1132","2943","Office of Biological and Environmental Research","character(0)","Offic"
"1133","3002","University Hospital Medical Information Network","character(0)","Unive"
"1134","3021","University of Bonn, Germany","character(0)","Unive"
"1135","3022","University of Bremen, Germany","character(0)","Unive"
"1136","3026","University of Calabria","character(0)","Unive"
"1137","3040","University of Catania, Italy","character(0)","Unive"
"1138","3043","University of Cologne, Germany","character(0)","Unive"
"1139","3045","University of Connecticut, Connecticut, USA","character(0)","Unive"
"1140","3048","University of Delhi, India","character(0)","Unive"
"1141","3057","University of Fribourg, Switzerland","character(0)","Unive"
"1142","3058","University of Gothenburg","character(0)","Unive"
"1143","3059","University of Groningen, Netherlands","character(0)","Unive"
"1144","3064","University of Helsinki, Finland","character(0)","Unive"
"1145","3066","University of Hull, Hull, UK","character(0)","Unive"
"1146","3067","University of Illinois at Chicago, USA","character(0)","Unive"
"1147","3082","University of Liverpool, UK","character(0)","Unive"
"1148","3096","University of Milano-Bicocca","character(0)","Unive"
"1149","3100","University of Montana, USA","character(0)","Unive"
"1150","3101","University of Montpellier, France","character(0)","Unive"
"1151","3104","University of Nebraska Medical Center","character(0)","Unive"
"1152","3114","University of Pittsburgh Medical Center, USA","character(0)","Unive"
"1153","3116","University of Porto, Portugal","character(0)","Unive"
"1154","3119","University of Rome Tor Vergata, Italy","character(0)","Unive"
"1155","3121","University of South Alabama, USA","character(0)","Unive"
"1156","3122","University of Southampton, UK","character(0)","Unive"
"1157","3127","University of Stavanger","character(0)","Unive"
"1158","3128","University of Stuttgart","character(0)","Unive"
"1159","3134","University of Tbingen, Germany","character(0)","Unive"
"1160","3140","University of Tokyo, Japan","character(0)","Unive"
"1161","3141","University of Toronto, Canada","character(0)","Unive"
"1162","3142","University of Tsukuba","character(0)","Unive"
"1163","3155","University of Zurich, Switzerland","character(0)","Unive"
