"","organisation_name.x","organisation_id.x","organisation_abbr.x","organisation_name.y","organisation_id.y","organisation_abbr.y"
"262","Global Biodiversity Information Facility",1166,"GBIF","World Health Organization",3252,"WHO"
"272","Global Biodiversity Information Facility",1166,"GBIF","National Institute for Health Research",2003,"NIFHR"
"282","Global Biodiversity Information Facility",1166,"GBIF","Myrovlytis Trust",1924,"MT"
"292","Global Biodiversity Information Facility",1166,"GBIF","Diabetes UK",757,"DU"
"302","Global Biodiversity Information Facility",1166,"GBIF","The British Heart Foundation",2747,"TBHF"
"3110","Global Biodiversity Information Facility",1166,"GBIF","The European Research Council",2772,"TERC"
"3210","Global Biodiversity Information Facility",1166,"GBIF","Alzheimers Society",67,"AS"
"335","Global Biodiversity Information Facility",1166,"GBIF","The Wellcome Trust",2854,"TWT"
"342","Global Biodiversity Information Facility",1166,"GBIF","Biotechnology and Biological Sciences Research Council",278,"BABSRC"
"352","Global Biodiversity Information Facility",1166,"GBIF","Marie Curie",1752,"MC"
"248","Global Biodiversity Information Facility",1166,"GBIF","Plazi",3378,"Plazi"
"336","Global Biodiversity Information Facility",1166,"GBIF","Pensoft Publishers",2305,"Pensoft"
"419","Global Biodiversity Information Facility",1166,"GBIF","Naturalis Biodiversity Center",2094,"Naturalis"
"615","Global Biodiversity Information Facility",1166,"GBIF","University of Tartu, Estonia",3132,"TU"
"815","Global Biodiversity Information Facility",1166,"GBIF","LifeWatch ERIC",1717,"LE"
"913","Global Biodiversity Information Facility",1166,"GBIF","Consortium of European Taxonomic Facilities",3380,"COETF"
"1012","Global Biodiversity Information Facility",1166,"GBIF","Meise Botanic Garden",3379,"MBG"
"1119","Global Biodiversity Information Facility",1166,"GBIF","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD"
"1413","Global Biodiversity Information Facility",1166,"GBIF","Stichting TDWG Europe",3385,"TDWG"
"420","Global Biodiversity Information Facility",1166,"GBIF","International Barcode of Life",3476,"IBOL"
"517","Global Biodiversity Information Facility",1166,"GBIF","Government of Ontario",3478,"GOO"
"616","Global Biodiversity Information Facility",1166,"GBIF","Canada First Research Excellence Fund",3477,"CFREF"
"716","Global Biodiversity Information Facility",1166,"GBIF","Canada Foundation for Innovation",354,"CFFI"
"816","Global Biodiversity Information Facility",1166,"GBIF","Natural Sciences and Engineering Research Council of Canada",2101,"NSAERCOC"
"179","LifeWatch ERIC",1717,"LE","European Organisation for Nuclear Research (CERN), Geneva, Switzerland",947,"CERN"
"253","LifeWatch ERIC",1717,"LE","Plazi",3378,"Plazi"
"338","LifeWatch ERIC",1717,"LE","Pensoft Publishers",2305,"Pensoft"
"421","LifeWatch ERIC",1717,"LE","Naturalis Biodiversity Center",2094,"Naturalis"
"518","LifeWatch ERIC",1717,"LE","Species 2000 Secretariat, Naturalis Biodiversity Center",2614,"Sp2000"
"617","LifeWatch ERIC",1717,"LE","University of Tartu, Estonia",3132,"TU"
"717","LifeWatch ERIC",1717,"LE","Global Biodiversity Information Facility",1166,"GBIF"
"914","LifeWatch ERIC",1717,"LE","Consortium of European Taxonomic Facilities",3380,"COETF"
"1013","LifeWatch ERIC",1717,"LE","Meise Botanic Garden",3379,"MBG"
"1120","LifeWatch ERIC",1717,"LE","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD"
"1217","LifeWatch ERIC",1717,"LE","Swiss Institute of Bioinformatics",2682,"SIOB"
"1314","LifeWatch ERIC",1717,"LE","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC"
"1414","LifeWatch ERIC",1717,"LE","Stichting TDWG Europe",3385,"TDWG"
"188","Consortium of European Taxonomic Facilities",3380,"COETF","European Organisation for Nuclear Research (CERN), Geneva, Switzerland",947,"CERN"
"254","Consortium of European Taxonomic Facilities",3380,"COETF","Plazi",3378,"Plazi"
"339","Consortium of European Taxonomic Facilities",3380,"COETF","Pensoft Publishers",2305,"Pensoft"
"422","Consortium of European Taxonomic Facilities",3380,"COETF","Naturalis Biodiversity Center",2094,"Naturalis"
"519","Consortium of European Taxonomic Facilities",3380,"COETF","Species 2000 Secretariat, Naturalis Biodiversity Center",2614,"Sp2000"
"618","Consortium of European Taxonomic Facilities",3380,"COETF","University of Tartu, Estonia",3132,"TU"
"718","Consortium of European Taxonomic Facilities",3380,"COETF","Global Biodiversity Information Facility",1166,"GBIF"
"818","Consortium of European Taxonomic Facilities",3380,"COETF","LifeWatch ERIC",1717,"LE"
"1014","Consortium of European Taxonomic Facilities",3380,"COETF","Meise Botanic Garden",3379,"MBG"
"1121","Consortium of European Taxonomic Facilities",3380,"COETF","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD"
"1218","Consortium of European Taxonomic Facilities",3380,"COETF","Swiss Institute of Bioinformatics",2682,"SIOB"
"1315","Consortium of European Taxonomic Facilities",3380,"COETF","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC"
"1415","Consortium of European Taxonomic Facilities",3380,"COETF","Stichting TDWG Europe",3385,"TDWG"
"255","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Global Genome Biodiversity Network",1172,"GGBN"
"190","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","State Museums of Natural History Karlsruhe",2633,"SMONHK"
"256","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Deutsche Forschungsgemeinschaft",749,"DF"
"340","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","State Museum of Natural History Stuttgart",2632,"SMONHS"
"423","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Bavarian Natural History Collections, SNSB IT Center, Germany",174,"BNHCSICG"
"520","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Zoological Research Museum Alexander Koenig",3279,"ZRMAK"
"194","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Friedrich Schiller University Jena",1064,"FSUJ"
"257","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Naturhistorisches Musuem Wien",2104,"NMW"
"424","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Austrian Academy of Sciences",152,"AAOS"
"521","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Department of Microbiology and Ecosystem Science, University of Vienna",3146,"DOMAESUOV"
"195","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","European Organisation for Nuclear Research (CERN), Geneva, Switzerland",947,"CERN"
"258","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Plazi",3378,"Plazi"
"344","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Pensoft Publishers",2305,"Pensoft"
"425","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Naturalis Biodiversity Center",2094,"Naturalis"
"522","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Species 2000 Secretariat, Naturalis Biodiversity Center",2614,"Sp2000"
"620","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","University of Tartu, Estonia",3132,"TU"
"719","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Global Biodiversity Information Facility",1166,"GBIF"
"819","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","LifeWatch ERIC",1717,"LE"
"916","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Consortium of European Taxonomic Facilities",3380,"COETF"
"1015","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Meise Botanic Garden",3379,"MBG"
"1219","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Swiss Institute of Bioinformatics",2682,"SIOB"
"1316","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC"
"1416","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD","Stichting TDWG Europe",3385,"TDWG"
"259","Swiss Institute of Bioinformatics",2682,"SIOB","European Union, Serving Life-science Information for the Next Generation (SLING)",966,"SLING"
"345","Swiss Institute of Bioinformatics",2682,"SIOB","French Government, France",1058,"FGF"
"260","Swiss Institute of Bioinformatics",2682,"SIOB","Dessimoz Lab, Computational Evolutionary Biology and Genomics, Lausanne, Switzerland",748,"DLCEBAGLS"
"346","Swiss Institute of Bioinformatics",2682,"SIOB","Bayer Crop Science, Germany",177,"BCSG"
"426","Swiss Institute of Bioinformatics",2682,"SIOB","Swiss Federal Institute of Technology in Zurich",2679,"SFIOTIZ"
"263","Swiss Institute of Bioinformatics",2682,"SIOB","Ecole Polytechnique Federale de Lausanne, Lausanne, Switzerland",819,"EPFDLLS"
"264","Swiss Institute of Bioinformatics",2682,"SIOB","Macquarie University, Sydney, Australia",1741,"MUSA"
"347","Swiss Institute of Bioinformatics",2682,"SIOB","University of Gothenburg",3058,"UOG"
"427","Swiss Institute of Bioinformatics",2682,"SIOB","Soka University, Tokyo, Japan",2591,"SUTJ"
"265","Swiss Institute of Bioinformatics",2682,"SIOB","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC"
"1101","Swiss Institute of Bioinformatics",2682,"SIOB","Universit d'Aix-Marseille, Marseille, France",2980,"UAMMF"
"266","Swiss Institute of Bioinformatics",2682,"SIOB","Enveda Therapeutics",863,"ET"
"428","Swiss Institute of Bioinformatics",2682,"SIOB","University of Heidelberg, Germany",3062,"UOHG"
"523","Swiss Institute of Bioinformatics",2682,"SIOB","University of Southern California",3125,"UOSC"
"621","Swiss Institute of Bioinformatics",2682,"SIOB","Institute of Structural and Molecular Biology, University College London, London, UK",1438,"IOSAMBUCLLU"
"720","Swiss Institute of Bioinformatics",2682,"SIOB","University of Calabria",3026,"UOC"
"820","Swiss Institute of Bioinformatics",2682,"SIOB","Bioinformatics and Computational Biology Unit, Molecular Genetics Laboratory, University of Rome Tor Vergata",679,"BACBUMGLUORTV"
"1016","Swiss Institute of Bioinformatics",2682,"SIOB","Department of Medicine, University of California San Diego",725,"DOMUOCSD"
"1123","Swiss Institute of Bioinformatics",2682,"SIOB","NTNU - Norwegian University of Science and Technology",2200,"NNUOSAT"
"1220","Swiss Institute of Bioinformatics",2682,"SIOB","Departement de Biologie (IBENS), Ecole Normale Superieure, Paris, France",663,"IBENS"
"1317","Swiss Institute of Bioinformatics",2682,"SIOB","Berkeley BOP (BBOP), Lawrence Berkeley National Labs (LBNL), Berkeley, CA, USA",202,"LBNL"
"1417","Swiss Institute of Bioinformatics",2682,"SIOB","RWTH Aachen",2477,"RA"
"1512","Swiss Institute of Bioinformatics",2682,"SIOB","GlaxoSmithKline (United Kingdom)",403,"United Kingdom"
"349","Swiss Institute of Bioinformatics",2682,"SIOB","University of Oxford",3112,"UOO"
"429","Swiss Institute of Bioinformatics",2682,"SIOB","Beilstein-Institut, Frankfurt am Main, Germany",195,"BIFAMG"
"622","Swiss Institute of Bioinformatics",2682,"SIOB","Complex Carbohydrate Research Center, University of Georgia, Athens, Georgia, United States",573,"CCRCUOGAGUS"
"1103","Swiss Institute of Bioinformatics",2682,"SIOB","National Institute of General Medical Sciences",2018,"NIOGMS"
"430","Swiss Institute of Bioinformatics",2682,"SIOB","Biotechnology and Biological Sciences Research Council",278,"BABSRC"
"525","Swiss Institute of Bioinformatics",2682,"SIOB","National Center for Research Resources, National Institutes of Health",1970,"NCFRRNIOH"
"269","Swiss Institute of Bioinformatics",2682,"SIOB","European Commission FP7",920,"ECF"
"431","Swiss Institute of Bioinformatics",2682,"SIOB","The Swiss Initiative in Systems Biology (SystemsX.ch), Zurich, Switzerland",2839,"SystemsX.ch"
"526","Swiss Institute of Bioinformatics",2682,"SIOB","ELIXIR",839,"E"
"623","Swiss Institute of Bioinformatics",2682,"SIOB","State Secretariat for Education, Research and Innovation",2635,"SSFERAI"
"1105","Swiss Institute of Bioinformatics",2682,"SIOB","Amos Bairoch - Lydie Lane's group, Swiss Institute of Bioinformatics",587,"ABLLGSIOB"
"354","Swiss Institute of Bioinformatics",2682,"SIOB","Commission for Technology and Innovation (CTI), Bern, Switzerland",563,"CTI"
"1106","Swiss Institute of Bioinformatics",2682,"SIOB","Department of Ecology and Evolution, University of Lausanne",3075,"DOEAEUOL"
"273","Swiss Institute of Bioinformatics",2682,"SIOB","Etat de Vaud, Lausanne, Switzerland",881,"EDVLS"
"355","Swiss Institute of Bioinformatics",2682,"SIOB","National Science Foundation",2071,"NSF"
"432","Swiss Institute of Bioinformatics",2682,"SIOB","BGEE administrators",209,"BA"
"721","Swiss Institute of Bioinformatics",2682,"SIOB","Swiss National Science Foundation",2684,"SNSF"
"821","Swiss Institute of Bioinformatics",2682,"SIOB","The National Evolutionary Synthesis Center",2809,"TNESC"
"433","Swiss Institute of Bioinformatics",2682,"SIOB","International Union of Biochemistry and Molecular Biology",1533,"IUOBAMB"
"1108","Swiss Institute of Bioinformatics",2682,"SIOB","Novo Nordisk Foundation Center for Protein Research (CPR), Denmark",2196,"CPR"
"275","Swiss Institute of Bioinformatics",2682,"SIOB","European Molecular Biology Laboratory",941,"EMBL"
"357","Swiss Institute of Bioinformatics",2682,"SIOB","University of Zurich, Switzerland",3155,"UOZS"
"434","Swiss Institute of Bioinformatics",2682,"SIOB","European Molecular Biology Organization",943,"EMBO"
"528","Swiss Institute of Bioinformatics",2682,"SIOB","Foundation ProBioC, Heidelberg, Germany",1045,"FPHG"
"722","Swiss Institute of Bioinformatics",2682,"SIOB","Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark",984,"FOHAMSUOCCD"
"822","Swiss Institute of Bioinformatics",2682,"SIOB","Federal Ministry of Education and Research",333,"FMOEAR"
"358","Swiss Institute of Bioinformatics",2682,"SIOB","National Library of Medicine",2045,"NLOM"
"529","Swiss Institute of Bioinformatics",2682,"SIOB","National Institutes of Health",2035,"NIOH"
"436","Swiss Institute of Bioinformatics",2682,"SIOB","European Commission",915,"EC"
"279","Swiss Institute of Bioinformatics",2682,"SIOB","Federal Statistical Office",2680,"FSO"
"1129","Swiss Institute of Bioinformatics",2682,"SIOB","Biozentrum, University of Basel, Basel, Switzerland",284,"BUOBBS"
"1134","Swiss Institute of Bioinformatics",2682,"SIOB","Public Health England",2383,"PHE"
"286","Swiss Institute of Bioinformatics",2682,"SIOB","Genetica DNA Laboratories, Burglington, NC, USA",1103,"GDLBNU"
"364","Swiss Institute of Bioinformatics",2682,"SIOB","UK Global Biological Standards Institute",2898,"UGBSI"
"437","Swiss Institute of Bioinformatics",2682,"SIOB","Promega France",2372,"PF"
"626","Swiss Institute of Bioinformatics",2682,"SIOB","Riken Resource Centre, Japan",2450,"RRCJ"
"723","Swiss Institute of Bioinformatics",2682,"SIOB","Japanese Collection of Research Bioresources Cell Bank (JCRB Cell Bank), Osaka, Japan",1589,"JCRB Cell Bank"
"823","Swiss Institute of Bioinformatics",2682,"SIOB","CellBank Australia, Westmead, NSW, Australia",392,"CAWNA"
"918","Swiss Institute of Bioinformatics",2682,"SIOB","ATCC Standards Development Organisation",130,"ASDO"
"288","Swiss Institute of Bioinformatics",2682,"SIOB","ELIXIR Czech Republic",840,"ECR"
"627","Swiss Institute of Bioinformatics",2682,"SIOB","Multimodal and Functional Imaging Laboratory, Central European Institute of Technology (CEITEC), Brno, Czech Republic",1912,"CEITEC"
"824","Swiss Institute of Bioinformatics",2682,"SIOB","Chinese Governement Scholarship",2267,"CGS"
"1138","Swiss Institute of Bioinformatics",2682,"SIOB","Science Foundation Ireland",2520,"SFI"
"440","Swiss Institute of Bioinformatics",2682,"SIOB","Conway Institute of Biomolecular and Biomedical Research, University College Dublin, Belfield, Ireland",608,"CIOBABRUCDBI"
"1139","Swiss Institute of Bioinformatics",2682,"SIOB","UniProt Consortium",2916,"UC"
"368","Swiss Institute of Bioinformatics",2682,"SIOB","Species 2000 Secretariat, Naturalis Biodiversity Center",2614,"Sp2000"
"441","Swiss Institute of Bioinformatics",2682,"SIOB","TDWG Consortium",2712,"TC"
"628","Swiss Institute of Bioinformatics",2682,"SIOB","European Organisation for Nuclear Research (CERN), Geneva, Switzerland",947,"CERN"
"725","Swiss Institute of Bioinformatics",2682,"SIOB","India Alliance DBT Wellcome",1325,"IADW"
"825","Swiss Institute of Bioinformatics",2682,"SIOB","Medical Research Council",1812,"MRC"
"919","Swiss Institute of Bioinformatics",2682,"SIOB","MS Society",1908,"MS"
"1017","Swiss Institute of Bioinformatics",2682,"SIOB","Worldwide Cancer Research",3259,"WCR"
"1144","Swiss Institute of Bioinformatics",2682,"SIOB","Global Biodiversity Information Facility",1166,"GBIF"
"1221","Swiss Institute of Bioinformatics",2682,"SIOB","Cancer Research UK Manchester Institute",368,"CRUMI"
"1318","Swiss Institute of Bioinformatics",2682,"SIOB","The Dunhill Medical Trust",2766,"TDMT"
"1418","Swiss Institute of Bioinformatics",2682,"SIOB","Telethon Foundation",2727,"TF"
"1513","Swiss Institute of Bioinformatics",2682,"SIOB","Blood Cancer UK",287,"BCU"
"1611","Swiss Institute of Bioinformatics",2682,"SIOB","Chief Scientist Office",503,"CSO"
"1710","Swiss Institute of Bioinformatics",2682,"SIOB","Motor Neuron Disease Association",1899,"MNDA"
"1810","Swiss Institute of Bioinformatics",2682,"SIOB","Prostate Cancer UK",2373,"PCU"
"1910","Swiss Institute of Bioinformatics",2682,"SIOB","Austrian Science Fund (FWF), Austria",154,"FWF"
"204","Swiss Institute of Bioinformatics",2682,"SIOB","Action on Hearing Loss",21,"AOHL"
"2112","Swiss Institute of Bioinformatics",2682,"SIOB","The Academy of Medical Sciences",2741,"TAOMS"
"2211","Swiss Institute of Bioinformatics",2682,"SIOB","Parkinson's Disease UK",2290,"PDU"
"2311","Swiss Institute of Bioinformatics",2682,"SIOB","Breast Cancer Now",307,"BCN"
"2410","Swiss Institute of Bioinformatics",2682,"SIOB","Arthritis Research UK",115,"ARU"
"2510","Swiss Institute of Bioinformatics",2682,"SIOB","National Centre for the Replacement, Refinement and Reduction of Animals in Research (NC3Rs), London, UK",1975,"NC3Rs"
"2610","Swiss Institute of Bioinformatics",2682,"SIOB","World Health Organization",3252,"WHO"
"2710","Swiss Institute of Bioinformatics",2682,"SIOB","National Institute for Health Research",2003,"NIFHR"
"2810","Swiss Institute of Bioinformatics",2682,"SIOB","Myrovlytis Trust",1924,"MT"
"295","Swiss Institute of Bioinformatics",2682,"SIOB","Diabetes UK",757,"DU"
"303","Swiss Institute of Bioinformatics",2682,"SIOB","The British Heart Foundation",2747,"TBHF"
"3111","Swiss Institute of Bioinformatics",2682,"SIOB","The European Research Council",2772,"TERC"
"3211","Swiss Institute of Bioinformatics",2682,"SIOB","Alzheimers Society",67,"AS"
"3310","Swiss Institute of Bioinformatics",2682,"SIOB","The Wellcome Trust",2854,"TWT"
"3510","Swiss Institute of Bioinformatics",2682,"SIOB","Marie Curie",1752,"MC"
"296","Swiss Institute of Bioinformatics",2682,"SIOB","Plazi",3378,"Plazi"
"369","Swiss Institute of Bioinformatics",2682,"SIOB","Pensoft Publishers",2305,"Pensoft"
"442","Swiss Institute of Bioinformatics",2682,"SIOB","Naturalis Biodiversity Center",2094,"Naturalis"
"629","Swiss Institute of Bioinformatics",2682,"SIOB","University of Tartu, Estonia",3132,"TU"
"826","Swiss Institute of Bioinformatics",2682,"SIOB","LifeWatch ERIC",1717,"LE"
"920","Swiss Institute of Bioinformatics",2682,"SIOB","Consortium of European Taxonomic Facilities",3380,"COETF"
"1018","Swiss Institute of Bioinformatics",2682,"SIOB","Meise Botanic Garden",3379,"MBG"
"1146","Swiss Institute of Bioinformatics",2682,"SIOB","Botanic Garden and Botanical Museum Berlin-Dahlem",302,"BGABMBD"
"1419","Swiss Institute of Bioinformatics",2682,"SIOB","Stichting TDWG Europe",3385,"TDWG"
"297","Swiss Institute of Bioinformatics",2682,"SIOB","National eResearch Collaboration Tools and Resources project",1989,"NECTARP"
"299","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","European Molecular Biology Laboratory",941,"EMBL"
"371","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The Wellcome Trust",2854,"TWT"
"444","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Human Genome Research Institute",1998,"NHGRI"
"536","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","EuroKUP COST Action",904,"ECA"
"630","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Stockholm University, Sweden",2645,"SUS"
"727","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Cambridge, UK",2853,"TWTSIWTGCCU"
"827","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Howard Hughes Medical Institute",1267,"HHMI"
"921","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Department of Molecular and Cell Biology, Harvard University, Cambridge, USA",727,"DOMACBHUCU"
"1019","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","European Comission Horizon 2020",912,"ECH"
"1150","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Biotechnology and Biological Sciences Research Council",278,"BABSRC"
"2100","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","European Commission FP7",920,"ECF"
"372","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Swiss Institute of Bioinformatics",2682,"SIOB"
"445","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The Swiss Initiative in Systems Biology (SystemsX.ch), Zurich, Switzerland",2839,"SystemsX.ch"
"537","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","ELIXIR",839,"E"
"631","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","State Secretariat for Education, Research and Innovation",2635,"SSFERAI"
"2101","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Institutes of Health",2035,"NIOH"
"538","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Cambridge Systems Biology Centre, University of Cambridge, Cambridge, UK",351,"CSBCUOCCU"
"632","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Medical Research Council",1812,"MRC"
"2102","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Swiss National Science Foundation",2684,"SNSF"
"374","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Species 2000 Secretariat, Naturalis Biodiversity Center",2614,"Sp2000"
"447","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","TDWG Consortium",2712,"TC"
"633","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","European Organisation for Nuclear Research (CERN), Geneva, Switzerland",947,"CERN"
"728","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","India Alliance DBT Wellcome",1325,"IADW"
"922","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","MS Society",1908,"MS"
"1020","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Worldwide Cancer Research",3259,"WCR"
"1154","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Global Biodiversity Information Facility",1166,"GBIF"
"1223","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Cancer Research UK Manchester Institute",368,"CRUMI"
"1320","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The Dunhill Medical Trust",2766,"TDMT"
"1420","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Telethon Foundation",2727,"TF"
"1514","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Blood Cancer UK",287,"BCU"
"1612","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Chief Scientist Office",503,"CSO"
"1711","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Motor Neuron Disease Association",1899,"MNDA"
"1811","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Prostate Cancer UK",2373,"PCU"
"1911","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Austrian Science Fund (FWF), Austria",154,"FWF"
"205","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Action on Hearing Loss",21,"AOHL"
"2113","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The Academy of Medical Sciences",2741,"TAOMS"
"2212","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Parkinson's Disease UK",2290,"PDU"
"2312","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Breast Cancer Now",307,"BCN"
"2411","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Arthritis Research UK",115,"ARU"
"2511","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Centre for the Replacement, Refinement and Reduction of Animals in Research (NC3Rs), London, UK",1975,"NC3Rs"
"2611","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","World Health Organization",3252,"WHO"
"2711","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","National Institute for Health Research",2003,"NIFHR"
"2811","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Myrovlytis Trust",1924,"MT"
"2910","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Diabetes UK",757,"DU"
"304","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The British Heart Foundation",2747,"TBHF"
"3112","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","The European Research Council",2772,"TERC"
"3212","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Alzheimers Society",67,"AS"
"3511","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Marie Curie",1752,"MC"
"448","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","International Union of Biochemistry and Molecular Biology",1533,"IUOBAMB"
"2108","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","ELIXIR Czech Republic",840,"ECR"
"452","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Institute of Structural and Molecular Biology, University College London, London, UK",1438,"IOSAMBUCLLU"
"634","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Multimodal and Functional Imaging Laboratory, Central European Institute of Technology (CEITEC), Brno, Czech Republic",1912,"CEITEC"
"829","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Chinese Governement Scholarship",2267,"CGS"
"2115","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Systems Microscopy Network of Excellence, European Union",2697,"SMNOEEU"
"453","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","EU FP7 BioMedBridges",888,"EFB"
"2116","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Baylor College of Medicine",178,"BCOM"
"382","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Institute for Systems Biology",1396,"IFSB"
"454","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Institute of Systems, Molecular and Integrative Biology, University of Liverpool",1420,"IOSMAIBUOL"
"541","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","HUPO-PSI initiative; Proteomics informatics working group",1290,"HPIPIWG"
"635","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Ghent University",1152,"GU"
"730","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","Department of Epidemiology and Biostatistics, University of Texas Health Science Center at San Antonio",707,"DOEABUOTHSCASA"
"830","European Bioinformatics Institute, Wellcome Genome Campus",908,"EBIWGC","New York University Grossman School of Medicine",2154,"NYUGSOM"
